Document name,Created by,Created,Modified by,Modified,Coded Segments,Words,Characters,participant_ID,full_clip_name,excerpt_label_final,genre_code,familiarity_specific_level,age_group,country_code,thought_or_not_response.keys,rating_Q1_music_related.response,rating_Q2_spontaneous.response,invalid,rating_Q3_reality.response,general_rating_Q1_familiarity.response,[Natural World],general_rating_Q2_enjoy.response,demographics.headphones,Creatures,demographics.age,demographics.livingCountry,Terrains,demographics.birthCountry,demographics.nativeLanguage,Sky and Space,demographics.otherLanguage,demographics.otherLanguageText,Vegetation,demographics.gender,demographics.hearingImpariments,Water Features,demographics.hearingImpairmentsText,demographics.education,Weather,demographics.musicianIdentification,Fictional and Spiritual Settings,Scene Qualities,Societal Places,Spatial Orientation,Named Regional Places,[Characters],NARRATIONAL,[Character Descriptors],[Settings],[Outfit Details],Accessories,Hair,Outfit Descriptors,Identity,Professions and Pursuits,Music-related Professions and Pursuits,Relations,Archetypes,Social Collectives,Traits,[Named Figures],Creators,Fictional Characters,Historical and Mythical Figures,Performers and Entertainers,[Social Presence],Solitude,Dyads,Groups,Body Parts,[Objects & Things],Consumables,Everyday Objects,Transport,Commerce and Organisations,Materials and Surfaces,Object Qualities,[Actions],[Agentic Actions],Directed Movement,Daily life,Music-linked Movement,Sports,Creating and Performing,Relational and Social,Consuming,Conflict and Wrongdoing,[Processes and States],Perceptual acts,Non-directional Motions,Rest and Leisure,Transforming and Learning,Waiting and Anticipating,[Action Modifiers],Speed,Characterisation,REFERENTIAL,[Music & Sounds],"Instruments, Ensembles, and Imitations",Music Use and Function,Sound Qualities,"Music Genre, Cultural, and Stylistic Labels",Technical and Structural Music Elements,Playback and Listening Devices,Named Artists and Musicians,Named Songs and Lyrics,Sounds and Sound Effects,"[Media, Art, & Technology]",Media Formats,Media Genres and Styles,Media Packaging Structures,Media Techniques and Effects,Music and Sound in Media,Media Companies and Devices,Digital Platforms and Applications,Named Media References,[Chronology & Events],Events and Occasions,Historical Events and Periods,Narrative Progression,Passage and Repetition of Time,Seasons and Time,EXPERIENTIAL,[Symbolic & Sensory Representations],[Sensory Details],[Visual Details],Colour,Illumination,Text,Vantage Point,"Oddities, Effects, Shapes, Patterns",Smell,Bodily Sensation,Conceptual and Metaphorical References,[Subjective & Personal Experience],Emotions and Affective States,Opinions and Preferences,Personal Significance,Personal Time-linked Connections
1636 (8),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:44:15,1,21,86,1636,Pop_L_04_new-clip_Pop_HIGH_Break_the_Rules.mp3,Pop_L_04,Pop,L,61to75,US,0,0,0,0,0,1,0,1,1,0,61,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636 (9),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:40:48,2,12,62,1636,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,Amb_H_04,Amb,H,61to75,US,0,5,5,0,1,1,0,5,1,0,61,United States,0,United States,English,0,,NA,0,Female,0,1,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:20:36,7,24,114,1749,Jaz_H_08_new-clip_Jazz_HIGH_My_Baby_Just_Cares_for_Me_-2013_-_R,Jaz_H_08,Jaz,H,61to75,US,0,5,5,0,1,2,0,5,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1749 (1),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:59:26,3,18,94,1749,Fil_H_08_new-clip_Film_HIGH_Theme_From_Jurassic_Park.mp3,Fil_H_08,Fil,H,61to75,US,0,5,5,0,3,1,0,4,1,0,69,United States,1,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (2),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:09:06,5,24,122,1749,Met_H_08_new-clip_Metal_HIGH_Can_I_Play_with_Madness_-_2015_Rem,Met_H_08,Met,H,61to75,US,0,5,5,0,1,1,0,3,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (3),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:32:03,6,26,125,1749,Fun_H_08_new-clip_Funk_HIGH_The_Boss.mp3,Fun_H_08,Fun,H,61to75,US,0,5,5,0,1,1,0,5,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1749 (4),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:11:29,5,22,113,1749,Pop_H_08_new-clip_Pop_LOW_ghost.mp3,Pop_H_08,Pop,H,61to75,US,0,5,5,0,1,1,0,4,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (5),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:27:46,3,14,86,1749,Ele_L_08_new-clip_Electronic_MED_Dumb_Love.mp3,Ele_L_08,Ele,L,61to75,US,0,5,5,0,1,1,0,4,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (6),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:30:35,2,21,102,1749,80s_L_08_new-clip_80s_LOW_是否.mp3,80s_L_08,80s,L,61to75,US,0,5,5,0,2,1,0,3,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1749 (7),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:10:53,2,21,114,1749,Cla_L_08_new-clip_Classical_MED_The_Gardens_Light.mp3,Cla_L_08,Cla,L,61to75,US,0,5,5,0,1,1,0,4,1,0,69,United States,1,United States,English,0,,NA,0,Female,0,1,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (8),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:59:26,2,7,48,1749,60s_L_08_new-clip_60s_LOW_This_Time_the_Dreams_on_Me.mp3,60s_L_08,60s,L,61to75,US,0,5,5,0,1,2,0,4,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749 (9),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:12:37,4,15,77,1749,Amb_L_08_new-clip_Ambient_HIGH_Interloper.mp3,Amb_L_08,Amb,L,61to75,US,0,5,5,0,2,1,0,3,1,0,69,United States,0,United States,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622 (1),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:49:31,1,10,71,1622,"Cla_L_09_new-clip_Classical_LOW_Violin_Sonata_No._5_in_F_Minor,",Cla_L_09,Cla,L,61to75,US,0,4,5,0,2,3,0,1,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622 (2),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:32:01,3,9,66,1622,Ele_L_09_new-clip_Electronic_LOW_Reckless_Heart.mp3,Ele_L_09,Ele,L,61to75,US,0,5,4,0,2,1,0,1,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1622 (3),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:31:58,8,19,111,1622,Pop_H_09_new-clip_Pop_HIGH_We_Found_Love.mp3,Pop_H_09,Pop,H,61to75,US,0,5,4,0,2,1,0,1,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1622 (4),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:31:55,5,18,114,1622,60s_L_09_new-clip_60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,60s_L_09,60s,L,61to75,US,0,5,4,0,3,1,0,2,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1622 (5),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:31:55,5,19,104,1622,80s_L_09_new-clip_80s_LOW_Eve_lève-toi.mp3,80s_L_09,80s,L,61to75,US,0,4,5,0,1,1,0,1,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1622 (6),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:31:57,12,28,156,1622,Met_H_09_new-clip_Metal_LOW_Darkside.mp3,Met_H_09,Met,H,61to75,US,0,4,4,0,2,1,0,1,1,0,68,United States,1,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1622 (7),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:52:26,1,12,67,1622,Fun_H_09_new-clip_Funk_LOW_Feelin_Good.mp3,Fun_H_09,Fun,H,61to75,US,0,4,4,0,2,1,0,3,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622 (8),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:31:52,3,5,43,1622,Amb_L_09_new-clip_Ambient_LOW_Rain_And_Sea.mp3,Amb_L_09,Amb,L,61to75,US,0,5,4,0,2,1,0,1,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1622 (9),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:06:52,4,10,72,1622,Fil_H_09_new-clip_Film_HIGH_The_Glory_Days.mp3,Fil_H_09,Fil,H,61to75,US,0,5,4,0,2,1,0,3,1,0,68,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:09:00,1,9,62,1774,Fil_H_08_new-clip_Film_HIGH_Theme_From_Jurassic_Park.mp3,Fil_H_08,Fil,H,61to75,US,0,5,4,0,3,4,0,5,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (1),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:28:00,8,7,47,1774,Cla_L_08_new-clip_Classical_MED_The_Gardens_Light.mp3,Cla_L_08,Cla,L,61to75,US,0,5,4,0,4,2,0,4,1,0,70,United States,1,United States,English,1,,NA,0,Male,0,0,NA,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1774 (2),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 12:57:22,3,12,72,1774,Fun_H_08_new-clip_Funk_HIGH_The_Boss.mp3,Fun_H_08,Fun,H,61to75,US,0,4,4,0,3,1,0,3,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (3),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:13:47,5,12,75,1774,80s_L_08_new-clip_80s_LOW_是否.mp3,80s_L_08,80s,L,61to75,US,0,5,4,0,3,1,0,3,1,0,70,United States,0,United States,English,1,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (4),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:10:13,8,18,107,1774,Jaz_H_08_new-clip_Jazz_HIGH_My_Baby_Just_Cares_for_Me_-2013_-_R,Jaz_H_08,Jaz,H,61to75,US,0,4,5,0,3,1,0,3,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (6),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:11:29,5,19,102,1774,Ele_L_08_new-clip_Electronic_MED_Dumb_Love.mp3,Ele_L_08,Ele,L,61to75,US,0,4,4,0,2,1,0,3,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (7),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:10:13,6,16,79,1774,Met_H_08_new-clip_Metal_HIGH_Can_I_Play_with_Madness_-_2015_Rem,Met_H_08,Met,H,61to75,US,0,5,4,0,2,1,0,3,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774 (8),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:28:01,7,16,103,1774,Amb_L_08_new-clip_Ambient_HIGH_Interloper.mp3,Amb_L_08,Amb,L,61to75,US,0,5,5,0,3,1,0,4,1,0,70,United States,0,United States,English,1,,NA,0,Male,0,1,NA,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1774 (9),hazelaileenvanderwalle,10/12/2025 12:05:10,hazelaileenvanderwalle,08/05/2026 13:28:02,10,28,153,1774,Pop_H_08_new-clip_Pop_LOW_ghost.mp3,Pop_H_08,Pop,H,61to75,US,0,4,4,0,2,1,0,3,1,0,70,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1690,hazelaileenvanderwalle,10/12/2025 12:05:11,hazelaileenvanderwalle,08/05/2026 13:31:59,5,11,55,1690,80s_H_05_new-clip_80s_HIGH_Who_Can_It_Be_Now_.mp3,80s_H_05,80s,H,61to75,US,0,5,4,0,2,5,0,4,1,0,65,United States,0,United States,english,0,,NA,0,Male,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1690 (1),hazelaileenvanderwalle,10/12/2025 12:05:11,hazelaileenvanderwalle,08/05/2026 12:52:27,1,9,51,1690,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s_H_05,60s,H,61to75,US,0,5,4,0,2,4,0,1,1,0,65,United States,0,United States,english,0,,NA,0,Male,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690 (2),hazelaileenvanderwalle,10/12/2025 12:05:11,hazelaileenvanderwalle,08/05/2026 12:59:32,1,5,30,1690,Fil_L_05_new-clip_Film_LOW_Main_Titles.mp3,Fil_L_05,Fil,L,61to75,US,0,5,4,0,2,1,0,3,1,0,65,United States,0,United States,english,0,,NA,0,Male,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690 (3),hazelaileenvanderwalle,10/12/2025 12:05:11,hazelaileenvanderwalle,08/05/2026 12:52:28,1,12,55,1690,Met_L_05_new-clip_Metal_LOW_Under_the_Knife.mp3,Met_L_05,Met,L,61to75,US,0,0,0,0,0,1,0,1,1,0,65,United States,0,United States,english,0,,NA,0,Male,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
